,Season,Name,Transfer Sum,From,FromCountry,FromLanguage,FromLanguageFamily,To,ToCountry,ToLanguage,ToLanguageFamily
1184,Abgänge 11/12,Nicolas Marin,ablösefrei,FC Sion,Switzerland,French,Romance,Lausanne-Sport,Switzerland,French,Romance
1185,Abgänge 11/12,Loic Chatton,Leihe,FC Sion,Switzerland,French,Romance,FC Lugano,Switzerland,Italian,Romance
1186,Abgänge 11/12,Mohamed Traoré,?,FC Sion,Switzerland,French,Romance,Ismaily,Egypt,Arabic,Semitic
1187,Abgänge 11/12,Guilherme Afonso,Leihe,FC Sion,Switzerland,French,Romance,FC Lugano,Switzerland,Italian,Romance
1188,Abgänge 11/12,Aleksandar Prijovic,Leihe,FC Sion,Switzerland,French,Romance,Lausanne-Sport,Switzerland,French,Romance
1189,Abgänge 11/12,Jonas Elmer,Leihe,FC Sion,Switzerland,French,Romance,AC Bellinzona,Switzerland,Italian,Romance
1190,Abgänge 11/12,Max Veloso,Leihe,FC Sion,Switzerland,French,Romance,FC Vaduz,Switzerland,German,Germanic
1191,Abgänge 11/12,Gabri,-,FC Sion,Switzerland,French,Romance,Vereinslos,Vereinslos,Vereinslos,Vereinslos
1192,Abgänge 11/12,Saidu Alade Adeshina,-,FC Sion,Switzerland,French,Romance,FC Sion U21,Switzerland,French,Romance
1193,Abgänge 11/12,Michele Morganella,-,FC Sion,Switzerland,French,Romance,FC Sion U21,Switzerland,French,Romance
1194,Abgänge 11/12,Enes Fermino,-,FC Sion,Switzerland,French,Romance,FC Sion U21,Switzerland,French,Romance
1195,Abgänge 11/12,Léo Lacroix,-,FC Sion,Switzerland,French,Romance,FC Sion U21,Switzerland,French,Romance
1196,Abgänge 11/12,Pascal Feindouno,-,FC Sion,Switzerland,French,Romance,Vereinslos,Vereinslos,Vereinslos,Vereinslos
1197,Abgänge 11/12,Branislav Micic,-,FC Sion,Switzerland,French,Romance,FC Sion U21,Switzerland,French,Romance
1198,Zugänge 20/21,Fabian Rüdlin,ablösefrei,SC Freiburg II,Germany,German,Germanic,FC Thun,Switzerland,German,Germanic
1199,Zugänge 20/21,Omer Dzonlagic,?,SC Kriens,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1200,Zugänge 20/21,Gabriel Kyeremateng,?,Stoke U23,England,English,Germanic,FC Thun,Switzerland,German,Germanic
1201,Zugänge 20/21,Noël Wetz,-,Thun U21,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1202,Zugänge 20/21,Joel Fuhrer,-,Thun U21,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1203,Abgänge 20/21,Ridge Munsy,300 Tsd. €,FC Thun,Switzerland,German,Germanic,Würzb. Kickers,Germany,German,Germanic
1204,Abgänge 20/21,Diego Berchtold,ablösefrei,FC Thun,Switzerland,German,Germanic,FC Naters,Switzerland,German,Germanic
1205,Abgänge 20/21,Levin Wanner,ablösefrei,FC Thun,Switzerland,German,Germanic,FCI,Estonia,Estonian,Finnic
1206,Abgänge 20/21,Guillaume Faivre,ablösefrei,FC Thun,Switzerland,German,Germanic,BSC Young Boys,Switzerland,German,Germanic
1207,Abgänge 20/21,Roy Gelmi,?,FC Thun,Switzerland,German,Germanic,VVV-Venlo,Netherlands,Dutch,Germanic
1208,Abgänge 20/21,Basil Stillhart,?,FC Thun,Switzerland,German,Germanic,FC St. Gallen,Switzerland,German,Germanic
1209,Abgänge 20/21,Leonardo Bertone,?,FC Thun,Switzerland,German,Germanic,Waasl.-Beveren,Belgium,French,Romance
1210,Abgänge 20/21,Matteo Tosetti,?,FC Thun,Switzerland,German,Germanic,FC Sion,Switzerland,French,Romance
1211,Abgänge 20/21,Dennis Hediger,-,FC Thun,Switzerland,German,Germanic,Karriereende,Karriereende,Karriereende,Karriereende
1212,Abgänge 20/21,Kevin Bigler,-,FC Thun,Switzerland,German,Germanic,Karriereende,Karriereende,Karriereende,Karriereende
1213,Abgänge 20/21,Justin Roth,-,FC Thun,Switzerland,German,Germanic,Thun U21,Switzerland,German,Germanic
1214,Abgänge 20/21,Stefan Glarner,-,FC Thun,Switzerland,German,Germanic,Vereinslos,Vereinslos,Vereinslos,Vereinslos
1215,Abgänge 20/21,Hassane Bandé,Leih-Ende,FC Thun,Switzerland,German,Germanic,Ajax Amsterdam,Netherlands,Dutch,Germanic
1216,Zugänge 19/20,Andreas Hirzel,176 Tsd. €,FC Vaduz,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1217,Zugänge 19/20,Leonardo Bertone,100 Tsd. €,FC Cincinnati,United States,English,Germanic,FC Thun,Switzerland,German,Germanic
1218,Zugänge 19/20,Nicolas Hasler,ablösefrei,Kansas City,United States,English,Germanic,FC Thun,Switzerland,German,Germanic
1219,Zugänge 19/20,Nias Hefti,ablösefrei,FC St. Gallen,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1220,Zugänge 19/20,Diego Berchtold,ablösefrei,Lausanne-Sport,Switzerland,French,Romance,FC Thun,Switzerland,German,Germanic
1221,Zugänge 19/20,Miguel Castroman,ablösefrei,BSC Young Boys,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1222,Zugänge 19/20,Saleh Chihadeh,ablösefrei,SC Kriens,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1223,Zugänge 19/20,Simone Rapp,Leihe,Lausanne-Sport,Switzerland,French,Romance,FC Thun,Switzerland,German,Germanic
1224,Zugänge 19/20,Nikki Havenaar,?,FC Wil 1900,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1225,Zugänge 19/20,Magnus Breitenmoser,?,FC Schaffhausen,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1226,Zugänge 19/20,Hassane Bandé,Leihe,Ajax Amsterdam,Netherlands,Dutch,Germanic,FC Thun,Switzerland,German,Germanic
1227,Zugänge 19/20,Ridge Munsy,?,Grasshoppers,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1228,Zugänge 19/20,Justin Roth,-,Thun U21,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1229,Zugänge 19/20,Uros Vasic,-,Thun U21,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1230,Zugänge 19/20,Levin Wanner,-,Thun U21,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1231,Zugänge 19/20,Hiran Ahmed,-,Thun U21,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1232,Zugänge 19/20,Nuno da Silva,Leih-Ende,FC Winterthur,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1233,Abgänge 19/20,Marvin Spielmann,"2,00 Mio. €",FC Thun,Switzerland,German,Germanic,BSC Young Boys,Switzerland,German,Germanic
1234,Abgänge 19/20,Dejan Sorgic,400 Tsd. €,FC Thun,Switzerland,German,Germanic,AJ Auxerre,France,French,Romance
1235,Abgänge 19/20,Moreno Costanzo,ablösefrei,FC Thun,Switzerland,German,Germanic,FC St. Gallen,Switzerland,German,Germanic
1236,Abgänge 19/20,Colin Trachsel,ablösefrei,FC Thun,Switzerland,German,Germanic,FC Köniz,Switzerland,German,Germanic
1237,Abgänge 19/20,Roy Gelmi,Leihe,FC Thun,Switzerland,German,Germanic,VVV-Venlo,Netherlands,Dutch,Germanic
1238,Abgänge 19/20,Timo Righetti,?,FC Thun,Switzerland,German,Germanic,FC Breitenrain,Switzerland,German,Germanic
1239,Abgänge 19/20,Dominik Schwizer,Leihe,FC Thun,Switzerland,German,Germanic,FC Vaduz,Switzerland,German,Germanic
1240,Abgänge 19/20,Nuno da Silva,Leihe,FC Thun,Switzerland,German,Germanic,FC Winterthur,Switzerland,German,Germanic
1241,Abgänge 19/20,Omer Dzonlagic,?,FC Thun,Switzerland,German,Germanic,SC Kriens,Switzerland,German,Germanic
1242,Abgänge 19/20,Francesco Ruberto,-,FC Thun,Switzerland,German,Germanic,Vereinslos,Vereinslos,Vereinslos,Vereinslos
1243,Abgänge 19/20,Nelson Ferreira,-,FC Thun,Switzerland,German,Germanic,Karriereende,Karriereende,Karriereende,Karriereende
1244,Abgänge 19/20,Nicolas Hunziker,-,FC Thun,Switzerland,German,Germanic,Vereinslos,Vereinslos,Vereinslos,Vereinslos
1245,Zugänge 18/19,Basil Stillhart,ablösefrei,FC Wil 1900,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1246,Zugänge 18/19,Kenan Fatkic,ablösefrei,FC Chiasso,Switzerland,Italian,Romance,FC Thun,Switzerland,German,Germanic
1247,Zugänge 18/19,Grégory Karlen,?,FC Sion,Switzerland,French,Romance,FC Thun,Switzerland,German,Germanic
1248,Zugänge 18/19,Dennis Salanovic,?,Rapperswil-Jona,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1249,Zugänge 18/19,Timo Righetti,-,Thun U21,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1250,Zugänge 18/19,Nino Ziswiler,-,Thun U21,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1251,Abgänge 18/19,Sandro Lauper,"1,50 Mio. €",FC Thun,Switzerland,German,Germanic,BSC Young Boys,Switzerland,German,Germanic
1252,Abgänge 18/19,Colin Trachsel,Leihe,FC Thun,Switzerland,German,Germanic,FC Köniz,Switzerland,German,Germanic
1253,Abgänge 18/19,Ivan Markovic,ablösefrei,FC Thun,Switzerland,German,Germanic,FC Naters,Switzerland,German,Germanic
1254,Abgänge 18/19,Omer Dzonlagic,Leihe,FC Thun,Switzerland,German,Germanic,SC Kriens,Switzerland,German,Germanic
1255,Abgänge 18/19,Mickaël Facchinetti,?,FC Thun,Switzerland,German,Germanic,APOEL Nikosia,Cyprus,Greek,Hellenic
1256,Abgänge 18/19,Felix Hornung,?,FC Thun,Switzerland,German,Germanic,FC Breitenrain,Switzerland,German,Germanic
1257,Abgänge 18/19,Djordje Nikolic,Leih-Ende,FC Thun,Switzerland,German,Germanic,FC Basel,Switzerland,German,Germanic
1258,Zugänge 17/18,Nuno da Silva,ablösefrei,FC Breitenrain,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1259,Zugänge 17/18,Chris Kablan,ablösefrei,SC Kriens,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1260,Zugänge 17/18,Nicolas Hunziker,ablösefrei,FC Basel,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1261,Zugänge 17/18,Moreno Costanzo,ablösefrei,FC Vaduz,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1262,Zugänge 17/18,Dominik Schwizer,?,Rapperswil-Jona,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1263,Zugänge 17/18,Sven Joss,?,BSC Young Boys,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1264,Zugänge 17/18,Grégory Karlen,Leihe,FC Sion,Switzerland,French,Romance,FC Thun,Switzerland,German,Germanic
1265,Zugänge 17/18,Djordje Nikolic,Leihe,FC Basel,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1266,Zugänge 17/18,Robin Huser,Leihe,FC Basel U21,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1267,Zugänge 17/18,Elia Alessandrini,Leihe,BSC YB U21,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1268,Zugänge 17/18,Miguel Rodrigues,?,Servette FC,Switzerland,French,Romance,FC Thun,Switzerland,German,Germanic
1269,Zugänge 17/18,Roy Gelmi,?,FC St. Gallen,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1270,Zugänge 17/18,Silvano Schäppi,Leihe,FC Lugano,Switzerland,Italian,Romance,FC Thun,Switzerland,German,Germanic
1271,Zugänge 17/18,Colin Trachsel,Leih-Ende,Rapperswil-Jona,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1272,Abgänge 17/18,Simone Rapp,"1,00 Mio. €",FC Thun,Switzerland,German,Germanic,Lausanne-Sport,Switzerland,French,Romance
1273,Abgänge 17/18,Lotem Zino,ablösefrei,FC Thun,Switzerland,German,Germanic,M. Petah Tikva,Israel,Hebrew,Semitic
1274,Abgänge 17/18,Enrico Schirinzi,ablösefrei,FC Thun,Switzerland,German,Germanic,FC Vaduz,Switzerland,German,Germanic
1275,Abgänge 17/18,Nicolas Schindelholz,ablösefrei,FC Thun,Switzerland,German,Germanic,FC Luzern,Switzerland,German,Germanic
1276,Abgänge 17/18,Gianluca Frontino,ablösefrei,FC Thun,Switzerland,German,Germanic,FC Winterthur,Switzerland,German,Germanic
1277,Abgänge 17/18,Christian Fassnacht,?,FC Thun,Switzerland,German,Germanic,BSC Young Boys,Switzerland,German,Germanic
1278,Abgänge 17/18,Colin Trachsel,Leihe,FC Thun,Switzerland,German,Germanic,Rapperswil-Jona,Switzerland,German,Germanic
1279,Abgänge 17/18,Joël Geissmann,?,FC Thun,Switzerland,German,Germanic,Lausanne-Sport,Switzerland,French,Romance
1280,Abgänge 17/18,Ivan Markovic,Leihe,FC Thun,Switzerland,German,Germanic,FC Naters,Switzerland,German,Germanic
1281,Abgänge 17/18,Norman Peyretti,?,FC Thun,Switzerland,German,Germanic,FC Aarau,Switzerland,German,Germanic
1282,Abgänge 17/18,Thomas Reinmann,-,FC Thun,Switzerland,German,Germanic,Karriereende,Karriereende,Karriereende,Karriereende
1283,Abgänge 17/18,Silvano Schäppi,Leih-Ende,FC Thun,Switzerland,German,Germanic,FC Lugano,Switzerland,Italian,Romance
1284,Zugänge 16/17,Christian Fassnacht,200 Tsd. €,FC Winterthur,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1285,Zugänge 16/17,Marvin Spielmann,ablösefrei,FC Wil 1900,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1286,Zugänge 16/17,Joël Geissmann,ablösefrei,FC Wohlen,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1287,Zugänge 16/17,Matteo Tosetti,ablösefrei,FC Lugano,Switzerland,Italian,Romance,FC Thun,Switzerland,German,Germanic
1288,Zugänge 16/17,Dejan Sorgic,ablösefrei,SC Kriens,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1289,Zugänge 16/17,Nicolas Bürgy,Leihe,BSC Young Boys,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1290,Zugänge 16/17,Carlinhos,Leihe,Monte Azul-SP,Brazil,Portuguese,Romance,FC Thun,Switzerland,German,Germanic
1291,Zugänge 16/17,Mickaël Facchinetti,?,NE Xamax,Switzerland,French,Romance,FC Thun,Switzerland,German,Germanic
1292,Zugänge 16/17,Gianluca Frontino,Leih-Ende,FC Schaffhausen,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1293,Zugänge 16/17,Nicola Sutter,Leih-Ende,FC Winterthur,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1294,Zugänge 16/17,Omer Dzonlagic,-,Thun U21,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1295,Zugänge 16/17,Ivan Markovic,-,Thun U21,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1296,Abgänge 16/17,Roman Buess,"1,30 Mio. €",FC Thun,Switzerland,German,Germanic,FC St. Gallen,Switzerland,German,Germanic
1297,Abgänge 16/17,Ridge Munsy,750 Tsd. €,FC Thun,Switzerland,German,Germanic,Grasshoppers,Switzerland,German,Germanic
1298,Abgänge 16/17,Gonzalo Zárate,ablösefrei,FC Thun,Switzerland,German,Germanic,FC Vaduz,Switzerland,German,Germanic
1299,Abgänge 16/17,Fulvio Sulmoni,ablösefrei,FC Thun,Switzerland,German,Germanic,FC Lugano,Switzerland,Italian,Romance
1300,Abgänge 16/17,Sandro Wieser,ablösefrei,FC Thun,Switzerland,German,Germanic,FC Reading,England,English,Germanic
1301,Abgänge 16/17,Gianluca Frontino,Leihe,FC Thun,Switzerland,German,Germanic,FC Winterthur,Switzerland,German,Germanic
1302,Abgänge 16/17,Nicola Sutter,Leihe,FC Thun,Switzerland,German,Germanic,FC Winterthur,Switzerland,German,Germanic
1303,Abgänge 16/17,Andreas Wittwer,?,FC Thun,Switzerland,German,Germanic,FC St. Gallen,Switzerland,German,Germanic
1304,Abgänge 16/17,Carlinhos,Leih-Ende,FC Thun,Switzerland,German,Germanic,Monte Azul-SP,Brazil,Portuguese,Romance
1305,Abgänge 16/17,Michael Siegfried,-,FC Thun,Switzerland,German,Germanic,pausiert,pausiert,pausiert,pausiert
1306,Abgänge 16/17,Sven Joss,Leih-Ende,FC Thun,Switzerland,German,Germanic,BSC Young Boys,Switzerland,German,Germanic
1307,Zugänge 15/16,Norman Peyretti,ablösefrei,FC Biel-Bienne,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1308,Zugänge 15/16,Roman Buess,ablösefrei,FC Wohlen,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1309,Zugänge 15/16,Sandro Wieser,?,TSG Hoffenheim,Germany,German,Germanic,FC Thun,Switzerland,German,Germanic
1310,Zugänge 15/16,Marco Bürki,Leihe,BSC Young Boys,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1311,Zugänge 15/16,Simone Rapp,?,FC Wohlen,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1312,Zugänge 15/16,Sven Joss,Leihe,BSC Young Boys,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1313,Zugänge 15/16,Sandro Lauper,-,Thun U21,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1314,Zugänge 15/16,Kevin Bigler,Leih-Ende,FC Biel-Bienne,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1315,Zugänge 15/16,Felix Hornung,-,Thun U21,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1316,Zugänge 15/16,Colin Trachsel,-,Thun U21,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1317,Zugänge 15/16,Gonzalo Zárate,-,Vereinslos,Vereinslos,Vereinslos,Vereinslos,FC Thun,Switzerland,German,Germanic
1318,Abgänge 15/16,Marco Mangold,ablösefrei,FC Thun,Switzerland,German,Germanic,FC Winterthur,Switzerland,German,Germanic
1319,Abgänge 15/16,Christian Leite,ablösefrei,FC Thun,Switzerland,German,Germanic,Rapperswil-Jona,Switzerland,German,Germanic
1320,Abgänge 15/16,David Moser,ablösefrei,FC Thun,Switzerland,German,Germanic,FC Köniz,Switzerland,German,Germanic
1321,Abgänge 15/16,Kevin Bigler,Leihe,FC Thun,Switzerland,German,Germanic,FC Biel-Bienne,Switzerland,German,Germanic
1322,Abgänge 15/16,Berat Sadik,ablösefrei,FC Thun,Switzerland,German,Germanic,KS Samara,Russia,Russian,Slavic
1323,Abgänge 15/16,Elvedin Causi,ablösefrei,FC Thun,Switzerland,German,Germanic,SC YF Juventus,Switzerland,German,Germanic
1324,Abgänge 15/16,Lotem Zino,Leihe,FC Thun,Switzerland,German,Germanic,Hapoel Tel Aviv,Israel,Hebrew,Semitic
1325,Abgänge 15/16,Gianluca Frontino,Leihe,FC Thun,Switzerland,German,Germanic,FC Schaffhausen,Switzerland,German,Germanic
1326,Abgänge 15/16,Adrien Rawyler,?,FC Thun,Switzerland,German,Germanic,NY Cosmos,USA,English,Germanic
1327,Abgänge 15/16,Gaëtan Karlen,?,FC Thun,Switzerland,German,Germanic,FC Biel-Bienne,Switzerland,German,Germanic
1328,Abgänge 15/16,Lukas Schenkel,-,FC Thun,Switzerland,German,Germanic,Vereinslos,Vereinslos,Vereinslos,Vereinslos
1329,Zugänge 14/15,Lotem Zino,250 Tsd. €,H. Beer Sheva,Israel,Hebrew,Semitic,FC Thun,Switzerland,German,Germanic
1330,Zugänge 14/15,Gaëtan Karlen,150 Tsd. €,FC Sion,Switzerland,French,Romance,FC Thun,Switzerland,German,Germanic
1331,Zugänge 14/15,Ridge Munsy,ablösefrei,SC Kriens,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1332,Zugänge 14/15,Stefan Glarner,ablösefrei,FC Zürich,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1333,Zugänge 14/15,Elvedin Causi,ablösefrei,FC Zürich U21,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1334,Zugänge 14/15,Christian Leite,ablösefrei,FC Winterthur,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1335,Zugänge 14/15,Andrija Kaludjerovic,ablösefrei,BJ Guoan,China,Chinese,Sinitic,FC Thun,Switzerland,German,Germanic
1336,Zugänge 14/15,Marco Rojas,Leihe,VfB Stuttgart,Germany,German,Germanic,FC Thun,Switzerland,German,Germanic
1337,Zugänge 14/15,Marco Mangold,?,FC Schaffhausen,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1338,Zugänge 14/15,Gianluca Frontino,?,FC Schaffhausen,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1339,Zugänge 14/15,Alexander González,Leihe,BSC Young Boys,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1340,Zugänge 14/15,Nicola Sutter,-,Thun U21,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1341,Zugänge 14/15,Adrien Rawyler,-,Thun U21,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1342,Abgänge 14/15,Luca Zuffi,"1,00 Mio. €",FC Thun,Switzerland,German,Germanic,FC Basel,Switzerland,German,Germanic
1343,Abgänge 14/15,Sékou Sanogo,800 Tsd. €,FC Thun,Switzerland,German,Germanic,BSC Young Boys,Switzerland,German,Germanic
1344,Abgänge 14/15,Christian Schneuwly,100 Tsd. €,FC Thun,Switzerland,German,Germanic,FC Zürich,Switzerland,German,Germanic
1345,Abgänge 14/15,David Frey,ablösefrei,FC Thun,Switzerland,German,Germanic,FC Münsingen,Switzerland,German,Germanic
1346,Abgänge 14/15,Roland Bättig,ablösefrei,FC Thun,Switzerland,German,Germanic,Karriereende,Karriereende,Karriereende,Karriereende
1347,Abgänge 14/15,Andrija Kaludjerovic,ablösefrei,FC Thun,Switzerland,German,Germanic,Brisbane Roar,Australia,English,Germanic
1348,Abgänge 14/15,Marco Schneuwly,ablösefrei,FC Thun,Switzerland,German,Germanic,FC Luzern,Switzerland,German,Germanic
1349,Abgänge 14/15,Cássio,ablösefrei,FC Thun,Switzerland,German,Germanic,Platanias,Greece,Greek,Hellenic
1350,Abgänge 14/15,Milos Krstic,ablösefrei,FC Thun,Switzerland,German,Germanic,Nea Salamis,Cyprus,Greek,Hellenic
1351,Abgänge 14/15,David Moser,Leihe,FC Thun,Switzerland,German,Germanic,FC Winterthur,Switzerland,German,Germanic
1352,Abgänge 14/15,Benjamin Lüthi,-,FC Thun,Switzerland,German,Germanic,Vereinslos,Vereinslos,Vereinslos,Vereinslos
1353,Zugänge 13/14,Fulvio Sulmoni,ablösefrei,AC Bellinzona,Switzerland,Italian,Romance,FC Thun,Switzerland,German,Germanic
1354,Zugänge 13/14,Adrian Nikci,Leihe,Hannover 96,Germany,German,Germanic,FC Thun,Switzerland,German,Germanic
1355,Zugänge 13/14,Luca Zuffi,?,FC Winterthur,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1356,Zugänge 13/14,Josef Martínez,Leihe,BSC Young Boys,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1357,Zugänge 13/14,Fulvio Sulmoni,Leihe,AC Bellinzona,Switzerland,Italian,Romance,FC Thun,Switzerland,German,Germanic
1358,Zugänge 13/14,Lukas Schenkel,?,AC Bellinzona,Switzerland,Italian,Romance,FC Thun,Switzerland,German,Germanic
1359,Zugänge 13/14,Christian Schneuwly,?,BSC Young Boys,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1360,Zugänge 13/14,Francesco Ruberto,-,Thun U21,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1361,Abgänge 13/14,Renato Steffen,500 Tsd. €,FC Thun,Switzerland,German,Germanic,BSC Young Boys,Switzerland,German,Germanic
1362,Abgänge 13/14,Milos Krstic,Leihe,FC Thun,Switzerland,German,Germanic,Radnicki Nis,Serbia,Serbian,Slavic
1363,Abgänge 13/14,Remo Burri,ablösefrei,FC Thun,Switzerland,German,Germanic,FC Breitenrain,Switzerland,German,Germanic
1364,Abgänge 13/14,Stipe Matic,ablösefrei,FC Thun,Switzerland,German,Germanic,FC Naters,Switzerland,German,Germanic
1365,Abgänge 13/14,Muhamed Demiri,ablösefrei,FC Thun,Switzerland,German,Germanic,FC St. Gallen,Switzerland,German,Germanic
1366,Abgänge 13/14,Saïf Ghezal,ablösefrei,FC Thun,Switzerland,German,Germanic,ES Sahel,Tunisia,French,Romance
1367,Abgänge 13/14,Mathieu Salamand,?,FC Thun,Switzerland,German,Germanic,FC Biel-Bienne,Switzerland,German,Germanic
1368,Abgänge 13/14,Jérémy Manière,?,FC Thun,Switzerland,German,Germanic,FC Biel-Bienne,Switzerland,German,Germanic
1369,Abgänge 13/14,Mirson Volina,-,FC Thun,Switzerland,German,Germanic,Vereinslos,Vereinslos,Vereinslos,Vereinslos
1370,Abgänge 13/14,Fulvio Sulmoni,Leih-Ende,FC Thun,Switzerland,German,Germanic,AC Bellinzona,Switzerland,Italian,Romance
1371,Abgänge 13/14,Josef Martínez,Leih-Ende,FC Thun,Switzerland,German,Germanic,BSC Young Boys,Switzerland,German,Germanic
1372,Zugänge 12/13,Anatole Ngamukol,80 Tsd. €,FC Wil 1900,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1373,Zugänge 12/13,Berat Sadik,ablösefrei,HJK Helsinki,Finland,Finnish,Finnic,FC Thun,Switzerland,German,Germanic
1374,Zugänge 12/13,Guillaume Faivre,ablösefrei,Xamax,Switzerland,French,Romance,FC Thun,Switzerland,German,Germanic
1375,Zugänge 12/13,Cássio,ablösefrei,Travnik,Bosnia-Herzegovina,Bosnian,Slavic,FC Thun,Switzerland,German,Germanic
1376,Zugänge 12/13,Milos Krstic,ablösefrei,Jagodina,Serbia,Serbian,Slavic,FC Thun,Switzerland,German,Germanic
1377,Zugänge 12/13,Luca Zuffi,Leihe,FC Winterthur,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1378,Zugänge 12/13,Nelson Ferreira,?,FC Luzern,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1379,Zugänge 12/13,Renato Steffen,?,FC Solothurn,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1380,Zugänge 12/13,David Frey,-,Thun U21,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1381,Zugänge 12/13,Michael Siegfried,Leih-Ende,FC Biel-Bienne,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1382,Zugänge 12/13,Steven Rüegg,-,Thun U21,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1383,Zugänge 12/13,Mathieu Salamand,-,Thun U21,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1384,Zugänge 12/13,Remo Burri,-,Thun U21,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1385,Zugänge 12/13,Mirson Volina,Leih-Ende,FC Biel-Bienne,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1386,Zugänge 12/13,Remo Burri,Leih-Ende,FC Münsingen,Switzerland,German,Germanic,FC Thun,Switzerland,German,Germanic
1387,Abgänge 12/13,Anatole Ngamukol,800 Tsd. €,FC Thun,Switzerland,German,Germanic,Grasshoppers,Switzerland,German,Germanic
1388,Abgänge 12/13,David Da Costa,380 Tsd. €,FC Thun,Switzerland,German,Germanic,FC Zürich,Switzerland,German,Germanic
