Column1;Season;Name;Transfer Sum;From;FromCountry;FromLanguage;FromLanguageFamily;To;ToCountry;ToLanguage;ToLanguageFamily
3321;15/16;João Barroca;Leihe;Servette FC;Switzerland;French;Romance;Lancy FC;Switzerland;French;Romance
3322;15/16;Zlatko Hebib;Leih-Ende;Servette FC;Switzerland;French;Romance;FC Biel-Bienne;Switzerland;German;Germanic
3323;14/15;Jérémy Frick;Leihe;Olympique Lyon;France;French;Romance;Servette FC;Switzerland;French;Romance
3324;14/15;Hiraç Yagan;ablösefrei;Meyrin FC;Switzerland;French;Romance;Servette FC;Switzerland;French;Romance
3325;14/15;Johan Vonlanthen;ablösefrei;Grasshoppers;Switzerland;German;Germanic;Servette FC;Switzerland;French;Romance
3326;14/15;Lorenzo Cinque;ablösefrei;Chieti;Italy;Italian;Romance;Servette FC;Switzerland;French;Romance
3327;14/15;Robin Kamber;Leihe;FC Basel U21;Switzerland;German;Germanic;Servette FC;Switzerland;French;Romance
3328;14/15;Benjamin Besnard;?;Meyrin FC;Switzerland;French;Romance;Servette FC;Switzerland;French;Romance
3329;14/15;Bruno Martignoni;Leihe;FC Aarau;Switzerland;German;Germanic;Servette FC;Switzerland;French;Romance
3330;14/15;Ousmane Doumbia;?;Athletic Adjamé;Ivory Coast;French;Romance;Servette FC;Switzerland;French;Romance
3331;14/15;Denis Zakaria;-;Servette U21;Switzerland;French;Romance;Servette FC;Switzerland;French;Romance
3332;14/15;Christophe Guedes;Leih-Ende;Meyrin FC;Switzerland;French;Romance;Servette FC;Switzerland;French;Romance
3333;14/15;Michel Avanzini;-;pausiert;pausiert;pausiert;pausiert;Servette FC;Switzerland;French;Romance
3334;14/15;Lorenzo Cinque;ablösefrei;Servette FC;Switzerland;French;Romance;San Severo;Italy;Italian;Romance
3335;14/15;Kevin Ben;ablösefrei;Servette FC;Switzerland;French;Romance;Etoile Carouge;Switzerland;French;Romance
3336;14/15;Christopher Routis;ablösefrei;Servette FC;Switzerland;French;Romance;Bradford City;England;English;Germanic
3337;14/15;Korede Aiyegbusi;ablösefrei;Servette FC;Switzerland;French;Romance;VfB Auerbach;Germany;German;Germanic
3338;14/15;Ignace Islin Ntongo;ablösefrei;Servette FC;Switzerland;French;Romance;Etoile Carouge;Switzerland;French;Romance
3339;14/15;Daniel Soares;ablösefrei;Servette FC;Switzerland;French;Romance;FC City;England;English;Germanic
3340;14/15;Jeson Eyer;ablösefrei;Servette FC;Switzerland;French;Romance;Stade Nyonnais;Switzerland;French;Romance
3341;14/15;Ludovic Paratte;ablösefrei;Servette FC;Switzerland;French;Romance;Meyrin FC;Switzerland;French;Romance
3342;14/15;Hugo Fargues;Leihe;Servette FC;Switzerland;French;Romance;Stade Nyonnais;Switzerland;French;Romance
3343;14/15;Igor Tadic;ablösefrei;Servette FC;Switzerland;French;Romance;FC Schaffhausen;Switzerland;German;Germanic
3345;14/15;Damien Hempler;?;Servette FC;Switzerland;French;Romance;Lancy FC;Switzerland;French;Romance
3346;14/15;Meriton Bytyqi;Leihe;Servette FC;Switzerland;French;Romance;Etoile Carouge;Switzerland;French;Romance
3347;14/15;Mario Machado;?;Servette FC;Switzerland;French;Romance;Unbekannt;Unbekannt;Unbekannt;Unbekannt
3348;14/15;Didier Crettenand;?;Servette FC;Switzerland;French;Romance;OC Blues FC;United States;English;Germanic
3349;14/15;Christophe Guedes;Leihe;Servette FC;Switzerland;French;Romance;Meyrin FC;Switzerland;French;Romance
3350;14/15;Maxime Dominguez;Leihe;Servette FC;Switzerland;French;Romance;FC Zürich U21;Switzerland;German;Germanic
3351;14/15;Boris Cespedes;Leihe;Servette FC;Switzerland;French;Romance;Etoile Carouge;Switzerland;French;Romance
3352;14/15;Xavier Margairaz;-;Servette FC;Switzerland;French;Romance;Vereinslos;Vereinslos;Vereinslos;Vereinslos
3353;14/15;David Marazzi;-;Servette FC;Switzerland;French;Romance;Lausanne-Sport;Switzerland;French;Romance
3354;14/15;David Gonzalez;-;Servette FC;Switzerland;French;Romance;Etoile Carouge;Switzerland;French;Romance
3355;13/14;Korede Aiyegbusi;ablösefrei;FC Haka;Finland;Finnish;Finnic;Servette FC;Switzerland;French;Romance
3356;13/14;Roland Müller;ablösefrei;MSV Duisburg;Germany;German;Germanic;Servette FC;Switzerland;French;Romance
3358;13/14;Nenad Marinkovic;ablösefrei;Bnei Yehuda;Israel;Hebrew;Semitic;Servette FC;Switzerland;French;Romance
3359;13/14;Damien Hempler;ablösefrei;Etoile Carouge;Switzerland;French;Romance;Servette FC;Switzerland;French;Romance
3360;13/14;Hugo Fargues;ablösefrei;Stade Nyonnais;Switzerland;French;Romance;Servette FC;Switzerland;French;Romance
3362;13/14;Niklas Dams;ablösefrei;Bor. M'gladbach;Germany;German;Germanic;Servette FC;Switzerland;French;Romance
3363;13/14;Jocelyn Roux;ablösefrei;Lausanne-Sport;Switzerland;French;Romance;Servette FC;Switzerland;French;Romance
3366;13/14;Euloge Placca Fessou;Leihe;Etoile Filante;Burkina Faso;French;Romance;Servette FC;Switzerland;French;Romance
3367;13/14;David Marazzi;?;FC Aarau;Switzerland;German;Germanic;Servette FC;Switzerland;French;Romance
3368;13/14;Ousmane Doumbia;Leihe;Athletic Adjamé;Ivory Coast;French;Romance;Servette FC;Switzerland;French;Romance
3369;13/14;Mirsad Hasanovic;?;Yverdon-Sport;Switzerland;French;Romance;Servette FC;Switzerland;French;Romance
3370;13/14;Samir Ramizi;Leih-Ende;Etoile Carouge;Switzerland;French;Romance;Servette FC;Switzerland;French;Romance
3371;13/14;Kevin Bua;-;Servette U21;Switzerland;French;Romance;Servette FC;Switzerland;French;Romance
3372;13/14;Christophe Guedes;-;Servette U21;Switzerland;French;Romance;Servette FC;Switzerland;French;Romance
3373;13/14;Boris Cespedes;-;Servette U18;Switzerland;French;Romance;Servette FC;Switzerland;French;Romance
3374;13/14;Meriton Bytyqi;-;Servette U18;Switzerland;French;Romance;Servette FC;Switzerland;French;Romance
3375;13/14;Neven Markovic;-;Vereinslos;Vereinslos;Vereinslos;Vereinslos;Servette FC;Switzerland;French;Romance
3376;13/14;Miguel Rodrigues;-;Servette U18;Switzerland;French;Romance;Servette FC;Switzerland;French;Romance
3377;13/14;Romain Kursner;-;Servette U18;Switzerland;French;Romance;Servette FC;Switzerland;French;Romance
3378;13/14;Maxime Dominguez;-;Servette U18;Switzerland;French;Romance;Servette FC;Switzerland;French;Romance
3379;13/14;Xavier Margairaz;-;Vereinslos;Vereinslos;Vereinslos;Vereinslos;Servette FC;Switzerland;French;Romance
3380;13/14;François Moubandje;1,00 Mio. €;Servette FC;Switzerland;French;Romance;FC Toulouse;France;French;Romance
3381;13/14;Samir Ramizi;ablösefrei;Servette FC;Switzerland;French;Romance;FC Wohlen;Switzerland;German;Germanic
3382;13/14;Kevin Ben;Leihe;Servette FC;Switzerland;French;Romance;Stade Nyonnais;Switzerland;French;Romance
3383;13/14;Damien Hempler;Leihe;Servette FC;Switzerland;French;Romance;Etoile Carouge;Switzerland;French;Romance
3384;13/14;Nenad Marinkovic;ablösefrei;Servette FC;Switzerland;French;Romance;Hapoel Akko;Israel;Hebrew;Semitic
3385;13/14;Samir Ramizi;Leihe;Servette FC;Switzerland;French;Romance;Etoile Carouge;Switzerland;French;Romance
3386;13/14;Christian Schlauri;ablösefrei;Servette FC;Switzerland;French;Romance;FC Lugano;Switzerland;Italian;Romance
3388;13/14;Kevin Gissi;ablösefrei;Servette FC;Switzerland;French;Romance;CD Alcoyano;Spain;Spanish;Romance
3389;13/14;Joao Filipe Poceiro;ablösefrei;Servette FC;Switzerland;French;Romance;Stade Nyonnais;Switzerland;French;Romance
3391;13/14;Thierry Moutinho;ablösefrei;Servette FC;Switzerland;French;Romance;Albacete;Spain;Spanish;Romance
3392;13/14;Hugo Fargues;Leihe;Servette FC;Switzerland;French;Romance;Stade Nyonnais;Switzerland;French;Romance
3393;13/14;Omar Kossoko;ablösefrei;Servette FC;Switzerland;French;Romance;ZSKA Sofia;Bulgaria;Bulgarian;Slavic
3394;13/14;Karim Gazzetta;Leihe;Servette FC;Switzerland;French;Romance;Etoile Carouge;Switzerland;French;Romance
3398;13/14;Jeson Eyer;Leihe;Servette FC;Switzerland;French;Romance;Stade Nyonnais;Switzerland;French;Romance
3399;13/14;João Barroca;Leihe;Servette FC;Switzerland;French;Romance;Lausanne-Sport;Switzerland;French;Romance
3400;13/14;David Gonzalez;Leihe;Servette FC;Switzerland;French;Romance;Etoile Carouge;Switzerland;French;Romance
3401;13/14;Mario Machado;Leihe;Servette FC;Switzerland;French;Romance;Etoile Carouge;Switzerland;French;Romance
3402;13/14;Ludovic Paratte;Leihe;Servette FC;Switzerland;French;Romance;Stade Nyonnais;Switzerland;French;Romance
3403;13/14;Eudis;?;Servette FC;Switzerland;French;Romance;Hapoel Raanana;Israel;Hebrew;Semitic
3404;13/14;Daniel Soares;Leihe;Servette FC;Switzerland;French;Romance;Meyrin FC;Switzerland;French;Romance
3405;13/14;Marcos de Azevedo;?;Servette FC;Switzerland;French;Romance;Ermis Aradippou;Cyprus;Greek;Hellenic
3406;13/14;Simone Grippo;-;Servette FC;Switzerland;French;Romance;Vereinslos;Vereinslos;Vereinslos;Vereinslos
3407;13/14;Lionel Pizzinat;-;Servette FC;Switzerland;French;Romance;Karriereende;Karriereende;Karriereende;Karriereende
3408;13/14;Issaga Diallo;-;Servette FC;Switzerland;French;Romance;Vereinslos;Vereinslos;Vereinslos;Vereinslos
3410;Dez 13;Samir Ramizi;ablösefrei;Stade Nyonnais;Switzerland;French;Romance;Servette FC;Switzerland;French;Romance
3411;Dez 13;Christopher Mfuyi;ablösefrei;FC Valenciennes;France;French;Romance;Servette FC;Switzerland;French;Romance
3412;Dez 13;Kevin Gissi;ablösefrei;Arsenal FC II;England;English;Germanic;Servette FC;Switzerland;French;Romance
3413;Dez 13;Joao Filipe Poceiro;ablösefrei;Etoile Carouge;Switzerland;French;Romance;Servette FC;Switzerland;French;Romance
3418;Dez 13;Steven Lang;Leihe;Grasshoppers;Switzerland;German;Germanic;Servette FC;Switzerland;French;Romance
3419;Dez 13;Simone Grippo;?;Chievo Verona;Italy;Italian;Romance;Servette FC;Switzerland;French;Romance
3420;Dez 13;Daniel Soares;Leih-Ende;Etoile Carouge;Switzerland;French;Romance;Servette FC;Switzerland;French;Romance
3421;Dez 13;Kevin Mbabu;-;Servette U17;Switzerland;French;Romance;Servette FC;Switzerland;French;Romance
3422;Dez 13;Karim Gazzetta;-;Servette U18;Switzerland;French;Romance;Servette FC;Switzerland;French;Romance
3423;Dez 13;Omar Kossoko;-;Vereinslos;Vereinslos;Vereinslos;Vereinslos;Servette FC;Switzerland;French;Romance
3424;Dez 13;Jeson Eyer;-;Servette U21;Switzerland;French;Romance;Servette FC;Switzerland;French;Romance
3425;Dez 13;Kevin Ben;-;Servette U21;Switzerland;French;Romance;Servette FC;Switzerland;French;Romance
3426;Dez 13;Kevin Mbabu;1,00 Mio. €;Servette FC;Switzerland;French;Romance;Newcastle Utd.;England;English;Germanic
3427;Dez 13;Carlos Saleiro;ablösefrei;Servette FC;Switzerland;French;Romance;Acad. Coimbra;Portugal;Portuguese;Romance
3429;Dez 13;Samir Ramizi;Leihe;Servette FC;Switzerland;French;Romance;Etoile Carouge;Switzerland;French;Romance
3430;Dez 13;Ludovic Paratte;Leihe;Servette FC;Switzerland;French;Romance;FC Fribourg;Switzerland;French;Romance
3431;Dez 13;Daniel Soares;Leihe;Servette FC;Switzerland;French;Romance;Stade Nyonnais;Switzerland;French;Romance
3432;Dez 13;Joao Filipe Poceiro;Leihe;Servette FC;Switzerland;French;Romance;Etoile Carouge;Switzerland;French;Romance
3433;Dez 13;Mobulu M'Futi;?;Servette FC;Switzerland;French;Romance;Stade Nyonnais;Switzerland;French;Romance
3434;Dez 13;Daniel Soares;Leihe;Servette FC;Switzerland;French;Romance;Etoile Carouge;Switzerland;French;Romance
3435;Dez 13;Fabio Monteiro;?;Servette FC;Switzerland;French;Romance;Urania Genève;Switzerland;Italian;Romance
3436;Dez 13;Lucien Gross;-;Servette FC;Switzerland;French;Romance;Servette U21;Switzerland;French;Romance
3437;Dez 13;Julian Esteban;-;Servette FC;Switzerland;French;Romance;pausiert;pausiert;pausiert;pausiert
3438;Dez 13;Patrik Baumann;-;Servette FC;Switzerland;French;Romance;Vereinslos;Vereinslos;Vereinslos;Vereinslos
3439;11. Dez;Issaga Diallo;ablösefrei;FC Locarno;Switzerland;Italian;Romance;Servette FC;Switzerland;French;Romance
3440;11. Dez;Carlos Saleiro;ablösefrei;Sporting;Portugal;Portuguese;Romance;Servette FC;Switzerland;French;Romance
3441;11. Dez;João Barroca;?;Acad. Coimbra;Portugal;Portuguese;Romance;Servette FC;Switzerland;French;Romance
3442;11. Dez;Ishmael Yartey;Leihe;Benfica;Portugal;Portuguese;Romance;Servette FC;Switzerland;French;Romance
3443;11. Dez;Abdoulaye Fall;?;La Vitréenne FC;France;French;Romance;Servette FC;Switzerland;French;Romance
3444;11. Dez;Lucien Gross;?;FC Sion U21;Switzerland;French;Romance;Servette FC;Switzerland;French;Romance
3445;11. Dez;Roderick Miranda;Leihe;Benfica;Portugal;Portuguese;Romance;Servette FC;Switzerland;French;Romance
3446;11. Dez;Daniel Soares;-;Servette U21;Switzerland;French;Romance;Servette FC;Switzerland;French;Romance
3447;11. Dez;Thierry Moutinho;Leih-Ende;Badajoz 1905;Spain;Spanish;Romance;Servette FC;Switzerland;French;Romance
3449;11. Dez;Mobulu M'Futi;Leihe;Servette FC;Switzerland;French;Romance;Etoile Carouge;Switzerland;French;Romance
3450;11. Dez;Loic Novelle;ablösefrei;Servette FC;Switzerland;French;Romance;CS Chênois;Switzerland;French;Romance
3451;11. Dez;David Marques;ablösefrei;Servette FC;Switzerland;French;Romance;Stade Nyonnais;Switzerland;French;Romance
3452;11. Dez;Artrit Ajdini;ablösefrei;Servette FC;Switzerland;French;Romance;Etoile Carouge;Switzerland;French;Romance
3453;11. Dez;Steve Katana;ablösefrei;Servette FC;Switzerland;French;Romance;Meyrin FC;Switzerland;French;Romance
3455;11. Dez;Thierry Moutinho;Leihe;Servette FC;Switzerland;French;Romance;Badajoz 1905;Spain;Spanish;Romance
3456;11. Dez;Tozé Marreco;?;Servette FC;Switzerland;French;Romance;União Madeira;Portugal;Portuguese;Romance
3457;11. Dez;Abdoulaye Fall;?;Servette FC;Switzerland;French;Romance;Badajoz 1905;Spain;Spanish;Romance
3458;11. Dez;Carlos Varela;-;Servette FC;Switzerland;French;Romance;Vereinslos;Vereinslos;Vereinslos;Vereinslos
3459;11. Dez;Oliver Maric;-;Servette FC;Switzerland;French;Romance;Servette U21;Switzerland;French;Romance
3460;20/21;Bryan Verboom;ablösefrei;UR La Louvière;Belgium;French;Romance;FC Aarau;Switzerland;German;Germanic
3461;20/21;Leon Bergsma;ablösefrei;AZ Alkmaar;Netherlands;Dutch;Germanic;FC Aarau;Switzerland;German;Germanic
3462;20/21;Marco Aratore;ablösefrei;Ural;Russia;Russian;Slavic;FC Aarau;Switzerland;German;Germanic
3463;20/21;Arijan Qollaku;ablösefrei;FC Schaffhausen;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3465;20/21;Randy Schneider;Leihe;GC Zürich U21;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3467;20/21;Joël Bonorand;-;Aargau U18;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3468;20/21;Flavio Caserta;-;Aargau U18;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3469;20/21;Ersan Hajdari;-;Aargau U18;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3470;20/21;Silvan Schwegler;-;Aargau U18;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3471;20/21;Gentrim Uka;-;Aargau U18;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3473;20/21;Noah Boakye;Leih-Ende;FC Baden;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3475;20/21;Jan Burkard;ablösefrei;FC Aarau;Switzerland;German;Germanic;FC Muri;Switzerland;German;Germanic
3476;20/21;François Affolter;ablösefrei;FC Aarau;Switzerland;German;Germanic;FC Chiasso;Switzerland;Italian;Romance
3477;20/21;Markus Neumayr;-;FC Aarau;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos
3478;20/21;Giuseppe Leo;-;FC Aarau;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos
3479;20/21;Damir Mehidic;-;FC Aarau;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos
3480;20/21;Marco Schneuwly;-;FC Aarau;Switzerland;German;Germanic;Karriereende;Karriereende;Karriereende;Karriereende
3481;20/21;Joël Bonorand;Leihe;FC Aarau;Switzerland;German;Germanic;SC YF Juventus;Switzerland;German;Germanic
3482;20/21;Marvin Hübel;Leihe;FC Aarau;Switzerland;German;Germanic;FC Baden;Switzerland;German;Germanic
3483;20/21;Gentrim Uka;Leihe;FC Aarau;Switzerland;German;Germanic;FC Baden;Switzerland;German;Germanic
3484;20/21;Marco Corradi;-;FC Aarau;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos
3485;19/20;Shkëlzen Gashi;ablösefrei;Vereinslos;Vereinslos;Vereinslos;Vereinslos;FC Aarau;Switzerland;German;Germanic
3486;19/20;Jérôme Thiesson;ablösefrei;Rapperswil-Jona;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3487;19/20;Kevin Spadanuda;ablösefrei;FC Baden;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3488;19/20;Anthony von Arx;ablösefrei;FC Wohlen U23;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3489;19/20;Liridon Balaj;ablösefrei;FC Besa;Kosovo;Albanian;Albanian;FC Aarau;Switzerland;German;Germanic
3490;19/20;Donat Rrudhani;ablösefrei;FC Black Stars;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3491;19/20;François Affolter;-;Quakes;United States;English;Germanic;FC Aarau;Switzerland;German;Germanic
3492;19/20;Stevan Lujic;-;Aargau U18;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3493;19/20;Geoffroy Serey Dié;-;Vereinslos;Vereinslos;Vereinslos;Vereinslos;FC Aarau;Switzerland;German;Germanic
3494;19/20;Patrick Rossini;ablösefrei;FC Aarau;Switzerland;German;Germanic;FC Chiasso;Switzerland;Italian;Romance
3495;19/20;Stefan Maierhofer;ablösefrei;FC Aarau;Switzerland;German;Germanic;WSG Tirol;Austria;German;Germanic
3497;19/20;Jan Burkard;Leihe;FC Aarau;Switzerland;German;Germanic;FC Baden;Switzerland;German;Germanic
3498;19/20;Gianluca Frontino;ablösefrei;FC Aarau;Switzerland;German;Germanic;FC Diessenhofen;Switzerland;German;Germanic
3499;19/20;Goran Karanovic;ablösefrei;FC Aarau;Switzerland;German;Germanic;Sepsi OSK;Romania;Romanian;Romance
3500;19/20;Lars Hunn;ablösefrei;FC Aarau;Switzerland;German;Germanic;SC Freiburg II;Germany;German;Germanic
3501;19/20;Norman Peyretti;ablösefrei;FC Aarau;Switzerland;German;Germanic;Yverdon-Sport;Switzerland;French;Romance
3502;19/20;Steven Deana;ablösefrei;FC Aarau;Switzerland;German;Germanic;MSV Duisburg;Germany;German;Germanic
3504;18/19;Markus Neumayr;ablösefrei;Esteghlal FC ;Iran;Persian Farsi;Indo-Iranian;FC Aarau;Switzerland;German;Germanic
3507;18/19;Giuseppe Leo;ablösefrei;Karlsruher SC;Germany;German;Germanic;FC Aarau;Switzerland;German;Germanic
3513;18/19;Mickael Almeida;Leihe;FC Sion U21;Switzerland;French;Romance;FC Aarau;Switzerland;German;Germanic
3514;18/19;Goran Karanovic;-;Vereinslos;Vereinslos;Vereinslos;Vereinslos;FC Aarau;Switzerland;German;Germanic
3515;18/19;Stefan Maierhofer;-;Vereinslos;Vereinslos;Vereinslos;Vereinslos;FC Aarau;Switzerland;German;Germanic
3518;18/19;Marvin Hübel;-;Aargau U16;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3519;18/19;Yvan Alounga;-;Aargau U18;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3522;18/19;Igor Nganga;100 Tsd. €;FC Aarau;Switzerland;German;Germanic;Lausanne-Sport;Switzerland;French;Romance
3523;18/19;Michael Siegfried;ablösefrei;FC Aarau;Switzerland;German;Germanic;FC Münsingen;Switzerland;German;Germanic
3524;18/19;Michaël Perrier;ablösefrei;FC Aarau;Switzerland;German;Germanic;Stade-Lausanne;Switzerland;French;Romance
3525;18/19;Olivier Joos;ablösefrei;FC Aarau;Switzerland;German;Germanic;FC Wohlen;Switzerland;German;Germanic
3526;18/19;Pascal Thrier;ablösefrei;FC Aarau;Switzerland;German;Germanic;FC Linth 04;Switzerland;German;Germanic
3527;18/19;Juan Pablo Garat;ablösefrei;FC Aarau;Switzerland;German;Germanic;FC Baden;Switzerland;German;Germanic
3528;18/19;Alessandro Ciarrocchi;ablösefrei;FC Aarau;Switzerland;German;Germanic;Yverdon-Sport;Switzerland;French;Romance
3529;18/19;Marco Corradi;Leihe;FC Aarau;Switzerland;German;Germanic;FC Baden;Switzerland;German;Germanic
3530;18/19;Jan Burkard;Leihe;FC Aarau;Switzerland;German;Germanic;FC Wohlen;Switzerland;German;Germanic
3531;18/19;Nicholas Ammeter;Leihe;FC Aarau;Switzerland;German;Germanic;FC Baden;Switzerland;German;Germanic
3532;18/19;Lars Hunn;Leihe;FC Aarau;Switzerland;German;Germanic;Grasshoppers;Switzerland;German;Germanic
3533;18/19;Noah Boakye;Leihe;FC Aarau;Switzerland;German;Germanic;FC Baden;Switzerland;German;Germanic
3534;18/19;Lars Hunn;Leihe;FC Aarau;Switzerland;German;Germanic;Rapperswil-Jona;Switzerland;German;Germanic
3535;18/19;Edmond Ramadani;Leih-Ende;FC Aarau;Switzerland;German;Germanic;GC Zürich U21;Switzerland;German;Germanic
3538;17/18;Paulinho;ablösefrei;Tubarão-SC;Brazil;Portuguese;Romance;FC Aarau;Switzerland;German;Germanic
3539;17/18;Petar Misic;ablösefrei;Cibalia;Croatia;Croatian;Slavic;FC Aarau;Switzerland;German;Germanic
3540;17/18;Gianluca Frontino;?;FC Winterthur;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3542;17/18;Ivan Audino;Leihe;FC Wil 1900;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3543;17/18;Nikola Gjorgjev;Leihe;Grasshoppers;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3545;17/18;Steven Deana;?;FC Wil 1900;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3546;17/18;Arxhend Cani;Leihe;FC Basel U21;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3547;17/18;Varol Tasar;-;Aargau U21;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3548;17/18;Olivier Joos;-;Aargau U21;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3549;17/18;Jan Burkard;-;Aargau U18;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3550;17/18;Raoul Giger;-;Aargau U21;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3551;17/18;Michael Siegfried;-;pausiert;pausiert;pausiert;pausiert;FC Aarau;Switzerland;German;Germanic
3552;17/18;Nicholas Ammeter;-;Aargau U18;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3553;17/18;Edmond Ramadani;Leihe;GC Zürich U21;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3554;17/18;Noah Boakye;-;Aargau U18;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3557;17/18;Zoran Josipovic;100 Tsd. €;FC Aarau;Switzerland;German;Germanic;FC Chiasso;Switzerland;Italian;Romance
3558;17/18;Paulinho;ablösefrei;FC Aarau;Switzerland;German;Germanic;Tricordiano-MG;Brazil;Portuguese;Romance
3559;17/18;Daniele Romano;ablösefrei;FC Aarau;Switzerland;German;Germanic;FC Wohlen;Switzerland;German;Germanic
3560;17/18;Denis Markaj;ablösefrei;FC Aarau;Switzerland;German;Germanic;FC Winterthur;Switzerland;German;Germanic
3562;17/18;Léo Itaperuna;ablösefrei;FC Aarau;Switzerland;German;Germanic;São Bento (SP);Brazil;Portuguese;Romance
3563;17/18;Olivier Joos;Leihe;FC Aarau;Switzerland;German;Germanic;SC Cham;Switzerland;German;Germanic
3564;17/18;Michael Siegfried;Leihe;FC Aarau;Switzerland;German;Germanic;United Zürich;Switzerland;German;Germanic
3565;17/18;Stéphane Besle;-;FC Aarau;Switzerland;German;Germanic;Karriereende;Karriereende;Karriereende;Karriereende
3566;17/18;Lorenzo Bucchi;-;FC Aarau;Switzerland;German;Germanic;Karriereende;Karriereende;Karriereende;Karriereende
3567;17/18;Tim Hemmi;-;FC Aarau;Switzerland;German;Germanic;pausiert;pausiert;pausiert;pausiert
3568;17/18;Sandro Burki;-;FC Aarau;Switzerland;German;Germanic;Karriereende;Karriereende;Karriereende;Karriereende
3569;17/18;Ivan Audino;Leih-Ende;FC Aarau;Switzerland;German;Germanic;FC Wil 1900;Switzerland;German;Germanic
3570;16/17;Damir Mehidic;ablösefrei;Sloboda Tuzla;Bosnia-Herzegovina;Bosnian;Slavic;FC Aarau;Switzerland;German;Germanic
3571;16/17;Igor Nganga;ablösefrei;FC Wil 1900;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3572;16/17;Patrick Rossini;ablösefrei;FC Lugano;Switzerland;Italian;Romance;FC Aarau;Switzerland;German;Germanic
3575;16/17;Alessandro Ciarrocchi;ablösefrei;FC Chiasso;Switzerland;Italian;Romance;FC Aarau;Switzerland;German;Germanic
3576;16/17;Sébastien Wüthrich;ablösefrei;Montpellier;France;French;Romance;FC Aarau;Switzerland;German;Germanic
3578;16/17;Zoran Josipovic;ablösefrei;Juventus Turin;Italy;Italian;Romance;FC Aarau;Switzerland;German;Germanic
3579;16/17;Ivan Audino;Leihe;FC Wil 1900;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3581;16/17;Nuno da Silva;Leihe;FC Breitenrain;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3582;16/17;Marco Corradi;-;Aargau U18;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3583;16/17;Tim Hemmi;-;FC Aarau II;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3584;16/17;Lars Hunn;-;Aargau U18;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
3585;16/17;Ridge Mobulu;ablösefrei;FC Aarau;Switzerland;German;Germanic;Le Mont LS;France;French;Romance
3586;16/17;Fabian Stoller;ablösefrei;FC Aarau;Switzerland;German;Germanic;Le Mont LS;France;French;Romance
3587;16/17;Igor Nganga;ablösefrei;FC Aarau;Switzerland;German;Germanic;FC Wil 1900;Switzerland;German;Germanic
3588;16/17;Kim Jaggy;ablösefrei;FC Aarau;Switzerland;German;Germanic;Rapperswil-Jona;Switzerland;German;Germanic
3589;16/17;Ilija Kovacic;ablösefrei;FC Aarau;Switzerland;German;Germanic;FC Schaffhausen;Switzerland;German;Germanic
3590;16/17;Luca Radice;ablösefrei;FC Aarau;Switzerland;German;Germanic;FC Winterthur;Switzerland;German;Germanic
3591;16/17;Mart Lieder;ablösefrei;FC Aarau;Switzerland;German;Germanic;FC Eindhoven;Netherlands;Dutch;Germanic
