Country_to;Capital_to;Latitude_to;Longitude_to;Season;Name;Transfer Sum;From;FromCountry;FromLanguage;FromLanguageFamily;To;ToCountry;ToLanguage;ToLanguageFamily;Country_from;Capital_from;Latitude_from;Longitude_from
Switzerland;Bern;46.947974;7.447447;Zugänge 18/19;Salah Aziz Binous;Leihe;FC Lugano;Switzerland;Italian;Romance;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 18/19;Toni Domgjoni;-;FC Zürich U21;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 18/19;Izer Aliu;-;FC Zürich U21;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 18/19;Lavdrim Rexhepi;-;FC Zürich U21;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 18/19;Lavdim Zumberi;-;FC Zürich U21;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 18/19;Simon Sohm;-;FC Zürich U18;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 18/19;Bledian Krasniqi;-;FC Zürich U18;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 18/19;Osman Hadzikic;-;Vereinslos;Vereinslos;Vereinslos;Vereinslos;FC Zürich;Switzerland;German;Germanic;;;;
Switzerland;Bern;46.947974;7.447447;Zugänge 18/19;Lindrit Kamberi;-;FC Zürich U21;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 18/19;Ilan Sauter;-;FC Zürich U18;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 18/19;Joel Untersee;Leihe;FC Empoli;Italy;Italian;Romance;FC Zürich;Switzerland;German;Germanic;Italy;Rome;41.902784;12.496366
Switzerland;Bern;46.947974;7.447447;Zugänge 18/19;Yann Fillion;Leih-Ende;FC Aarau;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Spain;Madrid;40.416775;-3.70379;Abgänge 18/19;Raphael Dwamena;6,20 Mio. €;FC Zürich;Switzerland;German;Germanic;UD Levante;Spain;Spanish;Romance;Switzerland;Bern;46.947974;7.447447
Turkey;Ankara;39.933364;32.859742;Abgänge 18/19;Michael Frey;2,64 Mio. €;FC Zürich;Switzerland;German;Germanic;Fenerbahce;Turkey;Turkish;Turkic;Switzerland;Bern;46.947974;7.447447
Germany;Berlin;52.520007;13.404954;Abgänge 18/19;Victor Pálsson;300 Tsd. €;FC Zürich;Switzerland;German;Germanic;SV Darmstadt 98;Germany;German;Germanic;Switzerland;Bern;46.947974;7.447447
Netherlands;Amsterdam;52.370216;4.895168;Abgänge 18/19;Rasmus Thelander;250 Tsd. €;FC Zürich;Switzerland;German;Germanic;Vitesse Arnheim;Netherlands;Dutch;Germanic;Switzerland;Bern;46.947974;7.447447
Germany;Berlin;52.520007;13.404954;Abgänge 18/19;Kilian Pagliuca;Leihe;FC Zürich;Switzerland;German;Germanic;Hallescher FC;Germany;German;Germanic;Switzerland;Bern;46.947974;7.447447
Canada;Ottawa;45.42153;-75.697193;Abgänge 18/19;Yann Fillion;Leihe;FC Zürich;Switzerland;German;Germanic;Toronto FC II;Canada;English;Germanic;Switzerland;Bern;46.947974;7.447447
Germany;Berlin;52.520007;13.404954;Abgänge 18/19;Cédric Brunner;ablösefrei;FC Zürich;Switzerland;German;Germanic;Arm. Bielefeld;Germany;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 18/19;Gilles Yapi;ablösefrei;FC Zürich;Switzerland;German;Germanic;FC Basel U21;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 18/19;Albin Sadrijaj;Leihe;FC Zürich;Switzerland;German;Germanic;SC Kriens;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 18/19;Nicolas Stettler;?;FC Zürich;Switzerland;German;Germanic;FC Winterthur;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Germany;Berlin;52.520007;13.404954;Abgänge 18/19;Roberto Rodriguez;?;FC Zürich;Switzerland;German;Germanic;KFC Uerdingen;Germany;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 18/19;Sangoné Sarr;Leihe;FC Zürich;Switzerland;German;Germanic;Rapperswil-Jona;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 18/19;Armin Alesevic;-;FC Zürich;Switzerland;German;Germanic;FC Zürich U21;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 18/19;Yann Fillion;Leihe;FC Zürich;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 18/19;Marvin Graf;-;FC Zürich;Switzerland;German;Germanic;FC Zürich U21;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 18/19;Novem Baumann;-;FC Zürich;Switzerland;German;Germanic;FC Zürich U21;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 18/19;Lavdrim Rexhepi;Leihe;FC Zürich;Switzerland;German;Germanic;Rapperswil-Jona;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 18/19;Maren Haile-Selassie;Leihe;FC Zürich;Switzerland;German;Germanic;Rapperswil-Jona;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 17/18;Michael Frey;400 Tsd. €;BSC Young Boys;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 17/18;Stephen Odey;400 Tsd. €;MFM FC;Nigeria;English;Germanic;FC Zürich;Switzerland;German;Germanic;Nigeria;Abuja;9.076479;7.398574
Switzerland;Bern;46.947974;7.447447;Zugänge 17/18;Victor Pálsson;300 Tsd. €;Esbjerg fB;Denmark;Danish;Germanic;FC Zürich;Switzerland;German;Germanic;Denmark;Copenhagen;55.676097;12.568337
Switzerland;Bern;46.947974;7.447447;Zugänge 17/18;Pa Modou;ablösefrei;FC Sion;Switzerland;French;Romance;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 17/18;Yassin Maouche;ablösefrei;Servette FC;Switzerland;French;Romance;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 17/18;Rasmus Thelander;ablösefrei;Panathinaikos;Greece;Greek;Hellenic;FC Zürich;Switzerland;German;Germanic;Greece;Athens;37.983917;23.72936
Switzerland;Bern;46.947974;7.447447;Zugänge 17/18;Tobias Schättin;Leihe;FC Winterthur;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 17/18;Albin Sadrijaj;Leih-Ende;FC Wohlen;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 17/18;Kilian Pagliuca;Leih-Ende;FC Wohlen;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 17/18;Albin Sadrijaj;-;FC Zürich U21;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 17/18;Kevin Rüegg;-;FC Zürich U21;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 17/18;Maren Haile-Selassie;-;FC Zürich U18;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 17/18;Yann Fillion;Leih-Ende;Umeå FC;Sweden;Swedish;Germanic;FC Zürich;Switzerland;German;Germanic;Sweden;Stockholm;59.329323;18.068581
Germany;Berlin;52.520007;13.404954;Abgänge 17/18;Moussa Koné;2,16 Mio. €;FC Zürich;Switzerland;German;Germanic;Dynamo Dresden;Germany;German;Germanic;Switzerland;Bern;46.947974;7.447447
Poland;Warsaw;52.229676;21.012229;Abgänge 17/18;Armando Sadiku;750 Tsd. €;FC Zürich;Switzerland;German;Germanic;Legia Warschau;Poland;Polish;Slavic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 17/18;Burim Kukeli;200 Tsd. €;FC Zürich;Switzerland;German;Germanic;FC Sion;Switzerland;French;Romance;Switzerland;Bern;46.947974;7.447447
Spain;Madrid;40.416775;-3.70379;Abgänge 17/18;Ivan Kecojevic;ablösefrei;FC Zürich;Switzerland;German;Germanic;FC Cádiz;Spain;Spanish;Romance;Switzerland;Bern;46.947974;7.447447
Armenia;Yerevan;40.179186;44.499103;Abgänge 17/18;Artem Simonyan;ablösefrei;FC Zürich;Switzerland;German;Germanic;Alashkert;Armenia;Armenian;Armenian;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 17/18;Mike Kleiber;ablösefrei;FC Zürich;Switzerland;German;Germanic;Rapperswil-Jona;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Spain;Madrid;40.416775;-3.70379;Abgänge 17/18;Oliver Buff;ablösefrei;FC Zürich;Switzerland;German;Germanic;Real Saragossa;Spain;Spanish;Romance;Switzerland;Bern;46.947974;7.447447
Australia;Canberra;-35.282;149.128684;Abgänge 17/18;Dzengis Cavusevic;ablösefrei;FC Zürich;Switzerland;German;Germanic;Adelaide United;Australia;English;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 17/18;Albin Sadrijaj;Leihe;FC Zürich;Switzerland;German;Germanic;FC Wohlen;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 17/18;Kilian Pagliuca;Leihe;FC Zürich;Switzerland;German;Germanic;FC Wohlen;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 17/18;Gilles Yapi;Leihe;FC Zürich;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
USA;Washington;38.907192;-77.036871;Abgänge 17/18;Kay Voser;?;FC Zürich;Switzerland;German;Germanic;Charlotte Ind.;USA;English;Germanic;Switzerland;Bern;46.947974;7.447447
Norway;Oslo;59.913869;10.752245;Abgänge 17/18;Yann Fillion;Leihe;FC Zürich;Switzerland;German;Germanic;Nest-Sotra IL;Norway;Norwegian;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 17/18;Novem Baumann;Leihe;FC Zürich;Switzerland;German;Germanic;Rapperswil-Jona;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 17/18;Nicolas Stettler;Leihe;FC Zürich;Switzerland;German;Germanic;FC Winterthur;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
;;;;Abgänge 17/18;Anthony Favre;-;FC Zürich;Switzerland;German;Germanic;Karriereende;Karriereende;Karriereende;Karriereende;Switzerland;Bern;46.947974;7.447447
;;;;Abgänge 17/18;Davide Chiumiento;-;FC Zürich;Switzerland;German;Germanic;Karriereende;Karriereende;Karriereende;Karriereende;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 16/17;Raphael Dwamena;600 Tsd. €;A. Lustenau;Austria;German;Germanic;FC Zürich;Switzerland;German;Germanic;Austria;Vienna;48.208174;16.373819
Switzerland;Bern;46.947974;7.447447;Zugänge 16/17;Yann Fillion;400 Tsd. €;FC Montréal;United States;English;Germanic;FC Zürich;Switzerland;German;Germanic;United States;Washington;38.907192;-77.036871
Switzerland;Bern;46.947974;7.447447;Zugänge 16/17;Roberto Rodriguez;150 Tsd. €;Novara Calcio;Italy;Italian;Romance;FC Zürich;Switzerland;German;Germanic;Italy;Rome;41.902784;12.496366
Switzerland;Bern;46.947974;7.447447;Zugänge 16/17;Kay Voser;ablösefrei;FC Sion;Switzerland;French;Romance;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 16/17;Andris Vanins;ablösefrei;FC Sion;Switzerland;French;Romance;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 16/17;Adrian Winter;ablösefrei;Orlando City SC;United States;English;Germanic;FC Zürich;Switzerland;German;Germanic;United States;Washington;38.907192;-77.036871
Switzerland;Bern;46.947974;7.447447;Zugänge 16/17;Dzengis Cavusevic;ablösefrei;FC St. Gallen;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 16/17;Miro Muheim;Leihe;Chelsea U23;England;English;Germanic;FC Zürich;Switzerland;German;Germanic;;;;
Switzerland;Bern;46.947974;7.447447;Zugänge 16/17;Umaru Bangura;?;Dinamo Minsk;Belarus;Russian;Slavic;FC Zürich;Switzerland;German;Germanic;Belarus;Minsk;53.90454;27.561524
Switzerland;Bern;46.947974;7.447447;Zugänge 16/17;Fabian Rohner;-;FC Zürich U21;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 16/17;Mirlind Kryeziu;-;FC Zürich U21;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 16/17;Michael Kempter;-;FC Zürich U21;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 16/17;Nicolas Stettler;-;FC Zürich U21;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 16/17;Vasilije Janjicic;-;FC Zürich U21;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 16/17;Aldin Turkes;-;FC Zürich U21;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 16/17;Kilian Pagliuca;-;FC Zürich U21;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Germany;Berlin;52.520007;13.404954;Abgänge 16/17;Anto Grgic;2,00 Mio. €;FC Zürich;Switzerland;German;Germanic;VfB Stuttgart;Germany;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 16/17;Kevin Bua;1,50 Mio. €;FC Zürich;Switzerland;German;Germanic;FC Basel;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Germany;Berlin;52.520007;13.404954;Abgänge 16/17;Vasilije Janjicic;900 Tsd. €;FC Zürich;Switzerland;German;Germanic;Hamburger SV II;Germany;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 16/17;Maxime Dominguez;250 Tsd. €;FC Zürich;Switzerland;German;Germanic;Lausanne-Sport;Switzerland;French;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 16/17;Leandro Di Gregorio;ablösefrei;FC Zürich;Switzerland;German;Germanic;FC Winterthur;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Argentina;Buenos Aires;-34.603684;-58.381559;Abgänge 16/17;Leonardo Sánchez;ablösefrei;FC Zürich;Switzerland;German;Germanic;CA Unión;Argentina;Spanish;Romance;Switzerland;Bern;46.947974;7.447447
Sweden;Stockholm;59.329323;18.068581;Abgänge 16/17;Yann Fillion;Leihe;FC Zürich;Switzerland;German;Germanic;Umeå FC;Sweden;Swedish;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 16/17;Davide Mariani;ablösefrei;FC Zürich;Switzerland;German;Germanic;FC Lugano;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Italy;Rome;41.902784;12.496366;Abgänge 16/17;Philippe Koch;ablösefrei;FC Zürich;Switzerland;German;Germanic;Novara Calcio;Italy;Italian;Romance;Switzerland;Bern;46.947974;7.447447
France;Paris;48.856614;2.352222;Abgänge 16/17;Artem Simonyan;Leihe;FC Zürich;Switzerland;German;Germanic;Le Mont LS;France;French;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 16/17;Kilian Pagliuca;Leihe;FC Zürich;Switzerland;German;Germanic;FC Wohlen;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Turkey;Ankara;39.933364;32.859742;Abgänge 16/17;Franck Etoundi;?;FC Zürich;Switzerland;German;Germanic;Kasimpasa;Turkey;Turkish;Turkic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 16/17;Aldin Turkes;?;FC Zürich;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
France;Paris;48.856614;2.352222;Abgänge 16/17;Anthony Favre;Leihe;FC Zürich;Switzerland;German;Germanic;Le Mont LS;France;French;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 16/17;Armando Sadiku;Leihe;FC Zürich;Switzerland;German;Germanic;FC Lugano;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
;;;;Abgänge 16/17;Cabral;-;FC Zürich;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 15/16;Antonio Marchesano;500 Tsd. €;FC Biel-Bienne;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 15/16;Kevin Bua;200 Tsd. €;Servette FC;Switzerland;French;Romance;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 15/16;Leonardo Sánchez;ablösefrei;CA Unión;Argentina;Spanish;Romance;FC Zürich;Switzerland;German;Germanic;Argentina;Buenos Aires;-34.603684;-58.381559
Switzerland;Bern;46.947974;7.447447;Zugänge 15/16;Anthony Favre;ablösefrei;FC Wil 1900;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 15/16;Aleksandr Kerzhakov;Leihe;Zenit S-Pb;Russia;Russian;Slavic;FC Zürich;Switzerland;German;Germanic;Russia;Moscow;55.755826;37.6173
Switzerland;Bern;46.947974;7.447447;Zugänge 15/16;Vinícius;Leihe;Lazio Rom;Italy;Italian;Romance;FC Zürich;Switzerland;German;Germanic;Italy;Rome;41.902784;12.496366
Switzerland;Bern;46.947974;7.447447;Zugänge 15/16;Moussa Koné;?;AS Dakar Sacré Coeur;Senegal;French;Romance;FC Zürich;Switzerland;German;Germanic;Senegal;Dakar;14.764504;-17.366029
Switzerland;Bern;46.947974;7.447447;Zugänge 15/16;Marvin Graf;-;FC Zürich U21;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 15/16;Maxime Dominguez;-;FC Zürich U21;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 15/16;Cabral;-;Vereinslos;Vereinslos;Vereinslos;Vereinslos;FC Zürich;Switzerland;German;Germanic;;;;
Switzerland;Bern;46.947974;7.447447;Zugänge 15/16;Anto Grgic;-;FC Zürich U21;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 15/16;Novem Baumann;-;FC Zürich U21;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Germany;Berlin;52.520007;13.404954;Abgänge 15/16;Nico Elvedi;4,00 Mio. €;FC Zürich;Switzerland;German;Germanic;Bor. M'gladbach;Germany;German;Germanic;Switzerland;Bern;46.947974;7.447447
Qatar;Doha;25.285447;51.53104;Abgänge 15/16;Yassine Chikhaoui;2,50 Mio. €;FC Zürich;Switzerland;German;Germanic;Al-Gharafa SC;Qatar;Arabic;Semitic;Switzerland;Bern;46.947974;7.447447
Austria;Vienna;48.208174;16.373819;Abgänge 15/16;Dimitri Oberlin;2,00 Mio. €;FC Zürich;Switzerland;German;Germanic;RB Salzburg;Austria;German;Germanic;Switzerland;Bern;46.947974;7.447447
Germany;Berlin;52.520007;13.404954;Abgänge 15/16;Francisco Rodríguez;1,60 Mio. €;FC Zürich;Switzerland;German;Germanic;VfL Wolfsburg;Germany;German;Germanic;Switzerland;Bern;46.947974;7.447447
Croatia;Zagreb;45.815011;15.981919;Abgänge 15/16;Mario Gavranovic;600 Tsd. €;FC Zürich;Switzerland;German;Germanic;HNK Rijeka;Croatia;Croatian;Slavic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 15/16;Christian Schneuwly;500 Tsd. €;FC Zürich;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Israel;Tel Aviv;32.0853;34.781768;Abgänge 15/16;Avi Rikan;100 Tsd. €;FC Zürich;Switzerland;German;Germanic;M. Tel Aviv;Israel;Hebrew;Semitic;Switzerland;Bern;46.947974;7.447447
Italy;Rome;41.902784;12.496366;Abgänge 15/16;Berat Djimsiti;ablösefrei;FC Zürich;Switzerland;German;Germanic;Atal. Bergamo;Italy;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 15/16;Patrick Rossini;ablösefrei;FC Zürich;Switzerland;German;Germanic;FC Lugano;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Italy;Rome;41.902784;12.496366;Abgänge 15/16;David Da Costa;ablösefrei;FC Zürich;Switzerland;German;Germanic;Novara Calcio;Italy;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 15/16;Maurice Brunner;ablösefrei;FC Zürich;Switzerland;German;Germanic;FC Biel-Bienne;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
France;Paris;48.856614;2.352222;Abgänge 15/16;Amine Chermiti;ablösefrei;FC Zürich;Switzerland;German;Germanic;GFC Ajaccio;France;French;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 15/16;Marvin Graf;Leihe;FC Zürich;Switzerland;German;Germanic;FC Wohlen;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 15/16;Armando Sadiku;Leihe;FC Zürich;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 15/16;Davide Mariani;Leihe;FC Zürich;Switzerland;German;Germanic;FC Schaffhausen;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 15/16;Antonio Marchesano;Leihe;FC Zürich;Switzerland;German;Germanic;FC Biel-Bienne;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
;;;;Abgänge 15/16;Raphael Koch;-;FC Zürich;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos;Switzerland;Bern;46.947974;7.447447
;;;;Abgänge 15/16;Andres Malloth;-;FC Zürich;Switzerland;German;Germanic;Karriereende;Karriereende;Karriereende;Karriereende;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 14/15;Patrick Rossini;400 Tsd. €;FC Schaffhausen;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 14/15;Christian Schneuwly;100 Tsd. €;FC Thun;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 14/15;Sangoné Sarr;ablösefrei;AS Pikine;Senegal;French;Romance;FC Zürich;Switzerland;German;Germanic;Senegal;Dakar;14.764504;-17.366029
Switzerland;Bern;46.947974;7.447447;Zugänge 14/15;Gilles Yapi;ablösefrei;Dubai CSC;United Arab Emirates;Arabic;Semitic;FC Zürich;Switzerland;German;Germanic;United Arab Emirates;Abu Dhabi;24.299174;54.697277
Switzerland;Bern;46.947974;7.447447;Zugänge 14/15;Artem Simonyan;?;Zenit II;Russia;Russian;Slavic;FC Zürich;Switzerland;German;Germanic;Russia;Moscow;55.755826;37.6173
Switzerland;Bern;46.947974;7.447447;Zugänge 14/15;Anthony Favre;Leihe;FC Wil 1900;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 14/15;Yanick Brecher;Leih-Ende;FC Wil 1900;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 14/15;Cédric Brunner;-;FC Zürich U21;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 14/15;Francisco Rodríguez;-;FC Zürich U21;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
