Country_to;Capital_to;Latitude_to;Longitude_to;Season;Name;Transfer Sum;From;FromCountry;FromLanguage;FromLanguageFamily;To;ToCountry;ToLanguage;ToLanguageFamily;Country_from;Capital_from;Latitude_from;Longitude_from
Switzerland;Bern;46.947974;7.447447;Zugänge 16/17;Geoffroy Serey Dié;1,20 Mio. €;VfB Stuttgart;Germany;German;Germanic;FC Basel 1893;Switzerland;German;Germanic;Germany;Berlin;52.520007;13.404954
Switzerland;Bern;46.947974;7.447447;Zugänge 16/17;Djordje Nikolic;300 Tsd. €;Jagodina;Serbia;Serbian;Slavic;FC Basel 1893;Switzerland;German;Germanic;Serbia;Belgrade;44.786568;20.448922
Switzerland;Bern;46.947974;7.447447;Zugänge 16/17;Raoul Petretta;-;FC Basel U21;Switzerland;German;Germanic;FC Basel 1893;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 16/17;Pedro Pacheco;-;FC Basel U21;Switzerland;German;Germanic;FC Basel 1893;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 16/17;Eray Cömert;-;FC Basel U18;Switzerland;German;Germanic;FC Basel 1893;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Germany;Berlin;52.520007;13.404954;Abgänge 16/17;Breel Embolo;26,50 Mio. €;FC Basel 1893;Switzerland;German;Germanic;FC Schalke 04;Germany;German;Germanic;Switzerland;Bern;46.947974;7.447447
England;London;51.507351;-0.127758;Abgänge 16/17;Birkir Bjarnason;2,00 Mio. €;FC Basel 1893;Switzerland;German;Germanic;Aston Villa;England;English;Germanic;Switzerland;Bern;46.947974;7.447447
Germany;Berlin;52.520007;13.404954;Abgänge 16/17;Naser Aliji;175 Tsd. €;FC Basel 1893;Switzerland;German;Germanic;1.FC K'lautern;Germany;German;Germanic;Switzerland;Bern;46.947974;7.447447
Sweden;Stockholm;59.329323;18.068581;Abgänge 16/17;Behrang Safari;ablösefrei;FC Basel 1893;Switzerland;German;Germanic;Malmö FF;Sweden;Swedish;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 16/17;Musa Araz;ablösefrei;FC Basel 1893;Switzerland;German;Germanic;Lausanne-Sport;Switzerland;French;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 16/17;Veljko Simic;Leihe;FC Basel 1893;Switzerland;German;Germanic;FC Chiasso;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Saudi Arabia;Riyadh;24.749403;46.902838;Abgänge 16/17;Ahmed Hamoudi;ablösefrei;FC Basel 1893;Switzerland;German;Germanic;Al-Batin;Saudi Arabia;Arabic;Semitic;Switzerland;Bern;46.947974;7.447447
Belgium;Brussels;50.85034;4.35171;Abgänge 16/17;Jean-Paul Boëtius;Leihe;FC Basel 1893;Switzerland;German;Germanic;KRC Genk;Belgium;French;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 16/17;Eray Cömert;Leihe;FC Basel 1893;Switzerland;German;Germanic;FC Lugano;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 16/17;Cedric Itten;Leihe;FC Basel 1893;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Spain;Madrid;40.416775;-3.70379;Abgänge 16/17;Zdravko Kuzmanovic;Leihe;FC Basel 1893;Switzerland;German;Germanic;FC Málaga;Spain;Spanish;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 16/17;Nicolas Hunziker;Leihe;FC Basel 1893;Switzerland;German;Germanic;Grasshoppers;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
;;;;Abgänge 16/17;Wálter Samuel;-;FC Basel 1893;Switzerland;German;Germanic;Karriereende;Karriereende;Karriereende;Karriereende;Switzerland;Bern;46.947974;7.447447
;;;;Abgänge 16/17;Philipp Degen;-;FC Basel 1893;Switzerland;German;Germanic;Karriereende;Karriereende;Karriereende;Karriereende;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 16/17;Robin Huser;-;FC Basel 1893;Switzerland;German;Germanic;FC Basel U21;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 15/16;Andraz Sporar;3,80 Mio. €;NK Olimpija;Slovenia;Slovene;Slavic;FC Basel 1893;Switzerland;German;Germanic;Slovenia;Ljubljana;46.056947;14.505751
Switzerland;Bern;46.947974;7.447447;Zugänge 15/16;Zdravko Kuzmanovic;2,00 Mio. €;Inter Mailand;Italy;Italian;Romance;FC Basel 1893;Switzerland;German;Germanic;Italy;Rome;41.902784;12.496366
Switzerland;Bern;46.947974;7.447447;Zugänge 15/16;Birkir Bjarnason;2,00 Mio. €;Delfino Pescara;Italy;Italian;Romance;FC Basel 1893;Switzerland;German;Germanic;Italy;Rome;41.902784;12.496366
Switzerland;Bern;46.947974;7.447447;Zugänge 15/16;Jean-Paul Boëtius;2,00 Mio. €;Feyenoord;Netherlands;Dutch;Germanic;FC Basel 1893;Switzerland;German;Germanic;Netherlands;Amsterdam;52.370216;4.895168
Switzerland;Bern;46.947974;7.447447;Zugänge 15/16;Daniel Höegh;1,50 Mio. €;Odense BK;Denmark;Danish;Germanic;FC Basel 1893;Switzerland;German;Germanic;Denmark;Copenhagen;55.676097;12.568337
Switzerland;Bern;46.947974;7.447447;Zugänge 15/16;Renato Steffen;1,20 Mio. €;BSC Young Boys;Switzerland;German;Germanic;FC Basel 1893;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 15/16;Manuel Akanji;700 Tsd. €;FC Winterthur;Switzerland;German;Germanic;FC Basel 1893;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 15/16;Michael Lang;ablösefrei;Grasshoppers;Switzerland;German;Germanic;FC Basel 1893;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 15/16;Marc Janko;ablösefrei;Sydney FC;Australia;English;Germanic;FC Basel 1893;Switzerland;German;Germanic;Australia;Canberra;-35.282;149.128684
Switzerland;Bern;46.947974;7.447447;Zugänge 15/16;Dereck Kutesa;?;Servette FC;Switzerland;French;Romance;FC Basel 1893;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 15/16;Alexander Fransson;?;IFK Norrköping;Sweden;Swedish;Germanic;FC Basel 1893;Switzerland;German;Germanic;Sweden;Stockholm;59.329323;18.068581
Switzerland;Bern;46.947974;7.447447;Zugänge 15/16;Cedric Itten;-;FC Basel U21;Switzerland;German;Germanic;FC Basel 1893;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 15/16;Nicolas Hunziker;-;FC Basel U21;Switzerland;German;Germanic;FC Basel 1893;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 15/16;Naser Aliji;Leih-Ende;FC Vaduz;Switzerland;German;Germanic;FC Basel 1893;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
England;London;51.507351;-0.127758;Abgänge 15/16;Mohamed Elneny;12,50 Mio. €;FC Basel 1893;Switzerland;German;Germanic;FC Arsenal;England;English;Germanic;Switzerland;Bern;46.947974;7.447447
Ukraine;Kiev;50.4501;30.5234;Abgänge 15/16;Derlis González;9,40 Mio. €;FC Basel 1893;Switzerland;German;Germanic;Dynamo Kiew;Ukraine;Ukrainian;Slavic;Switzerland;Bern;46.947974;7.447447
Germany;Berlin;52.520007;13.404954;Abgänge 15/16;Fabian Schär;4,00 Mio. €;FC Basel 1893;Switzerland;German;Germanic;TSG Hoffenheim;Germany;German;Germanic;Switzerland;Bern;46.947974;7.447447
Germany;Berlin;52.520007;13.404954;Abgänge 15/16;Fabian Frei;3,60 Mio. €;FC Basel 1893;Switzerland;German;Germanic;1.FSV Mainz 05;Germany;German;Germanic;Switzerland;Bern;46.947974;7.447447
USA;Washington;38.907192;-77.036871;Abgänge 15/16;Shkëlzen Gashi;2,70 Mio. €;FC Basel 1893;Switzerland;German;Germanic;Colorado Rapids;USA;English;Germanic;Switzerland;Bern;46.947974;7.447447
France;Paris;48.856614;2.352222;Abgänge 15/16;Giovanni Sio;2,00 Mio. €;FC Basel 1893;Switzerland;German;Germanic;Stade Rennes;France;French;Romance;Switzerland;Bern;46.947974;7.447447
Germany;Berlin;52.520007;13.404954;Abgänge 15/16;Albian Ajeti;1,00 Mio. €;FC Basel 1893;Switzerland;German;Germanic;FC Augsburg;Germany;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 15/16;Veljko Simic;Leihe;FC Basel 1893;Switzerland;German;Germanic;FC Schaffhausen;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 15/16;Kwang-ryong Pak;ablösefrei;FC Basel 1893;Switzerland;German;Germanic;FC Biel-Bienne;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 15/16;Pascal Albrecht;ablösefrei;FC Basel 1893;Switzerland;German;Germanic;St. Gallen U21;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 15/16;Dereck Kutesa;Leihe;FC Basel 1893;Switzerland;German;Germanic;Servette FC;Switzerland;French;Romance;Switzerland;Bern;46.947974;7.447447
Italy;Rome;41.902784;12.496366;Abgänge 15/16;Zdravko Kuzmanovic;Leihe;FC Basel 1893;Switzerland;German;Germanic;Udinese Calcio;Italy;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 15/16;Mirko Salvi;Leihe;FC Basel 1893;Switzerland;German;Germanic;FC Lugano;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Japan;Tokyo;35.709026;139.731992;Abgänge 15/16;Yoichiro Kakitani;?;FC Basel 1893;Switzerland;German;Germanic;Cerezo Osaka;Japan;Japanese;Japonic;Switzerland;Bern;46.947974;7.447447
Egypt;Cairo;30.04442;31.235712;Abgänge 15/16;Ahmed Hamoudi;Leihe;FC Basel 1893;Switzerland;German;Germanic;Zamalek;Egypt;Arabic;Semitic;Switzerland;Bern;46.947974;7.447447
USA;Washington;38.907192;-77.036871;Abgänge 15/16;Gastón Sauro;?;FC Basel 1893;Switzerland;German;Germanic;Columbus Crew;USA;English;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 15/16;Musa Araz;Leihe;FC Basel 1893;Switzerland;German;Germanic;FC Winterthur;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
;;;;Abgänge 15/16;Marco Streller;-;FC Basel 1893;Switzerland;German;Germanic;Karriereende;Karriereende;Karriereende;Karriereende;Switzerland;Bern;46.947974;7.447447
;;;;Abgänge 15/16;Arlind Ajeti;-;FC Basel 1893;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos;Switzerland;Bern;46.947974;7.447447
;;;;Abgänge 15/16;Ivan Ivanov;-;FC Basel 1893;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 14/15;Derlis González;3,00 Mio. €;Benfica;Portugal;Portuguese;Romance;FC Basel 1893;Switzerland;German;Germanic;Portugal;Lisbon;38.722252;-9.139337
Switzerland;Bern;46.947974;7.447447;Zugänge 14/15;Marek Suchy;2,50 Mio. €;Spartak Moskau;Russia;Russian;Slavic;FC Basel 1893;Switzerland;German;Germanic;Russia;Moscow;55.755826;37.6173
Switzerland;Bern;46.947974;7.447447;Zugänge 14/15;Tomas Vaclík;2,00 Mio. €;Sparta Prag;Czech Republic;Czech;Slavic;FC Basel 1893;Switzerland;German;Germanic;Czech Republic;Prague;50.075538;14.4378
Switzerland;Bern;46.947974;7.447447;Zugänge 14/15;Adama Traoré;1,50 Mio. €;Vit. Guimarães;Portugal;Portuguese;Romance;FC Basel 1893;Switzerland;German;Germanic;Portugal;Lisbon;38.722252;-9.139337
Switzerland;Bern;46.947974;7.447447;Zugänge 14/15;Shkëlzen Gashi;1,50 Mio. €;Grasshoppers;Switzerland;German;Germanic;FC Basel 1893;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 14/15;Yoichiro Kakitani;1,50 Mio. €;Cerezo Osaka;Japan;Japanese;Japonic;FC Basel 1893;Switzerland;German;Germanic;Japan;Tokyo;35.709026;139.731992
Switzerland;Bern;46.947974;7.447447;Zugänge 14/15;Luca Zuffi;1,00 Mio. €;FC Thun;Switzerland;German;Germanic;FC Basel 1893;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 14/15;Ahmed Hamoudi;800 Tsd. €;Smouha;Egypt;Arabic;Semitic;FC Basel 1893;Switzerland;German;Germanic;Egypt;Cairo;30.04442;31.235712
Switzerland;Bern;46.947974;7.447447;Zugänge 14/15;Wálter Samuel;ablösefrei;Inter Mailand;Italy;Italian;Romance;FC Basel 1893;Switzerland;German;Germanic;Italy;Rome;41.902784;12.496366
Switzerland;Bern;46.947974;7.447447;Zugänge 14/15;Darko Jevtic;Leih-Ende;Lech Posen;Poland;Polish;Slavic;FC Basel 1893;Switzerland;German;Germanic;Poland;Warsaw;52.229676;21.012229
Switzerland;Bern;46.947974;7.447447;Zugänge 14/15;Albian Ajeti;-;FC Basel U21;Switzerland;German;Germanic;FC Basel 1893;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 14/15;Robin Huser;-;FC Basel U21;Switzerland;German;Germanic;FC Basel 1893;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 14/15;Breel Embolo;-;FC Basel U21;Switzerland;German;Germanic;FC Basel 1893;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 14/15;Pascal Albrecht;-;FC Basel U21;Switzerland;German;Germanic;FC Basel 1893;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 14/15;Musa Araz;-;FC Basel U21;Switzerland;German;Germanic;FC Basel 1893;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Germany;Berlin;52.520007;13.404954;Abgänge 14/15;Yann Sommer;9,00 Mio. €;FC Basel 1893;Switzerland;German;Germanic;Bor. M'gladbach;Germany;German;Germanic;Switzerland;Bern;46.947974;7.447447
Germany;Berlin;52.520007;13.404954;Abgänge 14/15;Valentin Stocker;4,00 Mio. €;FC Basel 1893;Switzerland;German;Germanic;Hertha BSC;Germany;German;Germanic;Switzerland;Bern;46.947974;7.447447
Germany;Berlin;52.520007;13.404954;Abgänge 14/15;Marcelo Díaz;2,00 Mio. €;FC Basel 1893;Switzerland;German;Germanic;Hamburger SV;Germany;German;Germanic;Switzerland;Bern;46.947974;7.447447
England;London;51.507351;-0.127758;Abgänge 14/15;Kay Voser;800 Tsd. €;FC Basel 1893;Switzerland;German;Germanic;FC Fulham;England;English;Germanic;Switzerland;Bern;46.947974;7.447447
Germany;Berlin;52.520007;13.404954;Abgänge 14/15;Geoffroy Serey Dié;600 Tsd. €;FC Basel 1893;Switzerland;German;Germanic;VfB Stuttgart;Germany;German;Germanic;Switzerland;Bern;46.947974;7.447447
Turkey;Ankara;39.933364;32.859742;Abgänge 14/15;Endogan Adili;400 Tsd. €;FC Basel 1893;Switzerland;German;Germanic;Galatasaray;Turkey;Turkish;Turkic;Switzerland;Bern;46.947974;7.447447
Poland;Warsaw;52.229676;21.012229;Abgänge 14/15;Darko Jevtic;350 Tsd. €;FC Basel 1893;Switzerland;German;Germanic;Lech Posen;Poland;Polish;Slavic;Switzerland;Bern;46.947974;7.447447
Poland;Warsaw;52.229676;21.012229;Abgänge 14/15;Darko Jevtic;;FC Basel 1893;Switzerland;German;Germanic;Lech Posen;Poland;Polish;Slavic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 14/15;Pascal Schürpf;ablösefrei;FC Basel 1893;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
;;;;Abgänge 14/15;Fabian Ritter;ablösefrei;FC Basel 1893;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 14/15;Naser Aliji;Leihe;FC Basel 1893;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 14/15;Simon Grether;ablösefrei;FC Basel 1893;Switzerland;German;Germanic;FC Wohlen;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
France;Paris;48.856614;2.352222;Abgänge 14/15;Giovanni Sio;Leihe;FC Basel 1893;Switzerland;German;Germanic;SC Bastia;France;French;Romance;Switzerland;Bern;46.947974;7.447447
Austria;Vienna;48.208174;16.373819;Abgänge 14/15;Stjepan Vuleta;?;FC Basel 1893;Switzerland;German;Germanic;FC Wacker;Austria;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 14/15;Mirko Salvi;Leihe;FC Basel 1893;Switzerland;German;Germanic;FC Biel-Bienne;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Slovenia;Ljubljana;46.056947;14.505751;Abgänge 14/15;Veljko Simic;Leihe;FC Basel 1893;Switzerland;German;Germanic;NK Domzale;Slovenia;Slovene;Slavic;Switzerland;Bern;46.947974;7.447447
Italy;Rome;41.902784;12.496366;Abgänge 14/15;Gastón Sauro;Leihe;FC Basel 1893;Switzerland;German;Germanic;Catania Calcio;Italy;Italian;Romance;Switzerland;Bern;46.947974;7.447447
France;Paris;48.856614;2.352222;Abgänge 14/15;Musa Araz;Leihe;FC Basel 1893;Switzerland;German;Germanic;Le Mont LS;France;French;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Ivan Ivanov;2,10 Mio. €;Partizan;Serbia;Serbian;Slavic;FC Basel 1893;Switzerland;German;Germanic;Serbia;Belgrade;44.786568;20.448922
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Giovanni Sio;2,00 Mio. €;VfL Wolfsburg;Germany;German;Germanic;FC Basel 1893;Switzerland;German;Germanic;Germany;Berlin;52.520007;13.404954
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Behrang Safari;1,00 Mio. €;RSC Anderlecht;Belgium;French;Romance;FC Basel 1893;Switzerland;German;Germanic;Belgium;Brussels;50.85034;4.35171
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Davide Callà;650 Tsd. €;FC Aarau;Switzerland;German;Germanic;FC Basel 1893;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Mohamed Elneny;640 Tsd. €;El Mokawloon;Egypt;Arabic;Semitic;FC Basel 1893;Switzerland;German;Germanic;Egypt;Cairo;30.04442;31.235712
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Marek Suchy;;Spartak Moskau;Russia;Russian;Slavic;FC Basel 1893;Switzerland;German;Germanic;Russia;Moscow;55.755826;37.6173
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Veljko Simic;225 Tsd. €;Roter Stern;Serbia;Serbian;Slavic;FC Basel 1893;Switzerland;German;Germanic;Serbia;Belgrade;44.786568;20.448922
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Matías Delgado;ablösefrei;Al-Jazira;United Arab Emirates;Arabic;Semitic;FC Basel 1893;Switzerland;German;Germanic;United Arab Emirates;Abu Dhabi;24.299174;54.697277
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Fabian Ritter;-;FC Basel U21;Switzerland;German;Germanic;FC Basel 1893;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Naser Aliji;-;FC Basel U21;Switzerland;German;Germanic;FC Basel 1893;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Kwang-ryong Pak;Leih-Ende;FC Vaduz;Switzerland;German;Germanic;FC Basel 1893;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
England;London;51.507351;-0.127758;Abgänge 13/14;Mohamed Salah;16,50 Mio. €;FC Basel 1893;Switzerland;German;Germanic;FC Chelsea;England;English;Germanic;Switzerland;Bern;46.947974;7.447447
Ukraine;Kiev;50.4501;30.5234;Abgänge 13/14;Aleksandar Dragovic;10,00 Mio. €;FC Basel 1893;Switzerland;German;Germanic;Dynamo Kiew;Ukraine;Ukrainian;Slavic;Switzerland;Bern;46.947974;7.447447
Germany;Berlin;52.520007;13.404954;Abgänge 13/14;Raúl Bobadilla;1,50 Mio. €;FC Basel 1893;Switzerland;German;Germanic;FC Augsburg;Germany;German;Germanic;Switzerland;Bern;46.947974;7.447447
Germany;Berlin;52.520007;13.404954;Abgänge 13/14;Ju-ho Park;1,15 Mio. €;FC Basel 1893;Switzerland;German;Germanic;1.FSV Mainz 05;Germany;German;Germanic;Switzerland;Bern;46.947974;7.447447
Germany;Berlin;52.520007;13.404954;Abgänge 13/14;Jacques Zoua;600 Tsd. €;FC Basel 1893;Switzerland;German;Germanic;Hamburger SV;Germany;German;Germanic;Switzerland;Bern;46.947974;7.447447
England;London;51.507351;-0.127758;Abgänge 13/14;Cabral;ablösefrei;FC Basel 1893;Switzerland;German;Germanic;AFC Sunderland;England;English;Germanic;Switzerland;Bern;46.947974;7.447447
United Arab Emirates;Abu Dhabi;24.299174;54.697277;Abgänge 13/14;Gilles Yapi;ablösefrei;FC Basel 1893;Switzerland;German;Germanic;Dubai CSC;United Arab Emirates;Arabic;Semitic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 13/14;Marco Aratore;ablösefrei;FC Basel 1893;Switzerland;German;Germanic;FC Winterthur;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
England;London;51.507351;-0.127758;Abgänge 13/14;Genséric Kusunga;ablösefrei;FC Basel 1893;Switzerland;German;Germanic;Oldham Athletic;England;English;Germanic;Switzerland;Bern;46.947974;7.447447
Spain;Madrid;40.416775;-3.70379;Abgänge 13/14;Markus Steinhöfer;ablösefrei;FC Basel 1893;Switzerland;German;Germanic;Betis Sevilla;Spain;Spanish;Romance;Switzerland;Bern;46.947974;7.447447
Austria;Vienna;48.208174;16.373819;Abgänge 13/14;Stjepan Vuleta;Leihe;FC Basel 1893;Switzerland;German;Germanic;FC Wacker;Austria;German;Germanic;Switzerland;Bern;46.947974;7.447447
